Country,Country Name,Country - RegionId,Country - Name_fr,Country - ParentKey,Country - SrcCode,Country - Source Note,Country - Source Note_fr,Goal,Indicator,Indicator Name,Indicator - Defenition and Data Source,Indicator - Defenition and Data Source_fr,Indicator - Goal Key,Social Group,Social Group Name,Scale,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2011
9,Central African Republic,CF,Rép. Centraf.,84,CAF,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1985  SNA price valuation: Vfc  Latest population census:  2003 Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,,,,30,,,,,33,
44,Somalia,SO,Somalie,85,SOM,"Regional member Country  Low income  Severely indebted    National currency: Somali shilling  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 1987  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,59,"58,2","57,4","56,7","56,4","56,4","56,8","57,4","57,9","58,1","58,1","57,8","57,3",57,"56,9","56,9","57,6","57,9",
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,,,,,,,,,,,"9,2",,,,,"9,3",,,,
52,Zambia,ZM,Zambie,87,ZMB,"Regional member Country  Low income  Severely indebted    National currency: Zambian kwacha  National accounts base year: 1994  SNA price valuation: VAbp SNA93 Latest population census: 2000  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265005,Proportion of pop below $1 PPP per day (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,70,,74,,,"68,1",,"66,8",,,,67,,"58,4",,"59,3",,,
36,Namibia,NA,Namibie,87,NAM,"Regional member Country  Lower middle income  Debt not classified    National currency: Namibia dollar  National accounts base year: 1995  SNA price valuation: VAbp SNA93 Latest population census: 2001  Latest demographic, household, or health survey: DHS",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,"25,5",,,,,"22,8",,,,,,"15,9",,,
41,Senegal,SN,Sénégal,88,SEN,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"33,5",,,
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,"47,6",,,,,,23,,"31,8",,32,,,,"30,2",,,"29,8","39,4",
37,Niger,NE,Niger,88,NER,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 2001  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,,,,,,"65,9",,,,
31,Mali,ML,Mali,88,MLI,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: DHS, 2001",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"6,5",,,
45,South Africa,ZA,Afrique du Sud,87,ZAF,"Regional member Country  Lower middle income  Less indebted    National currency: South African rand  National accounts base year: 2000  SNA price valuation: VAbp SNA93  Latest population census: 2001  Latest demographic, household, or health survey: DHS,",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,,,,"41,5","41,6","43,4","44,9","44,4","44,6",
50,Tunisia,TN,Tunisie,86,TUN,"Regional member Country Lower middle income  Moderately indebted    National currency: Tunisian dinar  National accounts base year: 1990  SNA price valuation: VAP  Latest population census: 2004 Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,"1,37",,,,,,,,,,"0,5","19,8",,,,,,"20,6",,
35,Mozambique,MZ,Mozambique,87,MOZ,"Regional member Country  Low income  Less indebted    National currency: Mozambican metical  National accounts base year: 1996  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: Interim, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,67,"67,1","67,4","67,5","67,6","67,6","67,6",67,"66,7","66,7","66,2","66,3","66,2","66,1","65,9","65,8","65,7","65,7",
10,Chad,TD,Tchad,84,TCD,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1995  SNA price valuation: VAbp  Latest population census: 1993  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,,,,,,,,,,"6,4",,,,
43,Sierra Leone,SL,Sierra Leone,88,SLE,"Regional member Country  Low income  Severely indebted    National currency: Sierra Leonean leone  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census: 2004  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,"20,9",,,,,,,10,,,"11,9",,,"8,7",,,,
53,Zimbabwe,ZW,Zimbabwe,87,ZWE,"Regional member Country  Low income  Moderately indebted    National currency: Zimbabwe dollar  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: DHS, 1999",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,"48,2","69,3",,,,"68,1",,67,"67,6",,,,"79,03","67,2","66,9","66,8",,
11,Comoros,KM,Comores,85,COM,"Regional member Country  Low income  Severely indebted    National currency: Comorian franc  National accounts base year: 1990  SNA price valuation: Vamkt, Latest population census: 2003",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"56,8","56,1","55,3","54,9","54,1","53,3","52,4","51,5","50,8","50,3",50,"49,9","49,9","49,9","49,8","49,5","48,9","48,5",
5,Burkina Faso,BF,Burkina Faso,88,BFA,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAbp  Latest population census: 1996  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265105,Proportion of pop below  poverty line (%),"The poverty rate at $1.25 a day is the proportion of the population living on less than $1.25 a day, measured at 2005 international prices, adjusted for purchasing power parity (PPP).",,1,20137105,Total,units,,,,,,,,,,,,"45,3",,,,,,,,"46,4",
5,Burkina Faso,BF,Burkina Faso,88,BFA,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAbp  Latest population census: 1996  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,"6,2",,,,,,,,"7,2",
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,"40,78",,
